campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,calculated_roas,ctr,conversion_rate,cpc,cpa
609511,Referral Program,2024-09-19,All,SMS,477,284,40,81.42,301.17,2.41,3.6989683124539425,0.5953878406708596,0.14084507042253522,0.28669014084507044,2.0355
139294,New User Discount,2024-09-20,New Users,SMS,500,141,88,77.03,328.81,3.02,4.268596650655589,0.282,0.624113475177305,0.5463120567375886,0.8753409090909091
519548,Weekend Special,2024-09-20,Inactive,App,984,168,94,52.37,183.33,1.8,3.5006683215581442,0.17073170731707318,0.5595238095238095,0.31172619047619043,0.5571276595744681
977904,Festival Offer,2024-09-20,All,Social Media,892,219,78,98.72,392.96,1.81,3.9805510534846027,0.24551569506726456,0.3561643835616438,0.45077625570776253,1.2656410256410255
269777,Flash Sale,2024-09-20,New Users,App,416,283,29,65.21,111.35,3.6,1.7075601901548842,0.6802884615384616,0.10247349823321555,0.2304240282685512,2.2486206896551724
306045,Membership Drive,2024-09-20,Premium,App,769,127,48,76.71,335.46,3.01,4.373093468908878,0.16514954486345904,0.3779527559055118,0.604015748031496,1.5981249999999998
468498,Category Promotion,2024-09-20,All,App,994,164,74,73.22,304.33,3.52,4.156378038787216,0.16498993963782696,0.45121951219512196,0.44646341463414635,0.9894594594594595
782526,App Push Notification,2024-09-20,Premium,App,809,171,27,78.31,228.78,2.61,2.9214659685863875,0.21137206427688504,0.15789473684210525,0.457953216374269,2.9003703703703705
221069,Email Campaign,2024-09-20,All,App,443,298,42,73.58,178.53,2.4,2.4263386789888557,0.672686230248307,0.14093959731543623,0.24691275167785234,1.7519047619047619
104129,Referral Program,2024-09-20,Inactive,Social Media,471,187,59,58.19,377.24,2.74,6.482900842069085,0.3970276008492569,0.3155080213903743,0.3111764705882353,0.9862711864406779
612388,New User Discount,2024-09-21,New Users,App,865,105,95,61.72,280.29,3.07,4.541315618924174,0.12138728323699421,0.9047619047619048,0.5878095238095238,0.6496842105263158
605939,Weekend Special,2024-09-21,Premium,Email,431,167,94,83.08,466.31,1.9,5.612782859894078,0.3874709976798144,0.562874251497006,0.4974850299401197,0.8838297872340425
830441,Festival Offer,2024-09-21,New Users,Social Media,700,215,48,70.64,231.42,2.41,3.2760475651189127,0.30714285714285716,0.22325581395348837,0.3285581395348837,1.4716666666666667
531634,Flash Sale,2024-09-21,New Users,Social Media,783,186,66,78.96,310.39,2.37,3.9309777102330297,0.23754789272030652,0.3548387096774194,0.42451612903225805,1.1963636363636363
516793,Membership Drive,2024-09-21,New Users,Email,819,80,17,87.76,304.0,2.53,3.4639927073837735,0.09768009768009768,0.2125,1.097,5.162352941176471
303936,Category Promotion,2024-09-21,All,Social Media,902,253,67,67.22,243.99,2.88,3.6297232966379056,0.2804878048780488,0.2648221343873518,0.2656916996047431,1.0032835820895523
868562,App Push Notification,2024-09-21,All,Email,522,217,38,81.03,159.15,2.53,1.9640873750462793,0.4157088122605364,0.17511520737327188,0.37341013824884794,2.1323684210526315
125482,Email Campaign,2024-09-21,Premium,SMS,451,115,56,92.59,189.89,1.57,2.0508694243438814,0.2549889135254989,0.48695652173913045,0.8051304347826087,1.653392857142857
631017,Referral Program,2024-09-21,All,Social Media,817,179,71,65.61,188.32,3.45,2.8702941624752323,0.21909424724602203,0.39664804469273746,0.366536312849162,0.9240845070422535
968695,New User Discount,2024-09-22,New Users,SMS,533,209,95,78.52,234.83,3.92,2.990703005603668,0.3921200750469043,0.45454545454545453,0.3756937799043062,0.8265263157894737
500840,Weekend Special,2024-09-22,Premium,App,834,167,70,62.49,122.96,3.63,1.9676748279724754,0.20023980815347722,0.41916167664670656,0.37419161676646706,0.8927142857142858
543289,Festival Offer,2024-09-22,Inactive,Email,827,269,39,83.23,368.62,3.81,4.4289318755256515,0.3252720677146312,0.1449814126394052,0.30940520446096653,2.134102564102564
118716,Flash Sale,2024-09-22,New Users,SMS,476,55,59,53.08,143.51,2.83,2.703654860587792,0.11554621848739496,1.0727272727272728,0.9650909090909091,0.8996610169491525
238582,Membership Drive,2024-09-22,Inactive,SMS,722,137,77,52.43,108.6,3.56,2.071333206179668,0.18975069252077562,0.5620437956204379,0.3827007299270073,0.6809090909090909
114303,Category Promotion,2024-09-22,Premium,SMS,558,257,48,89.62,234.67,2.3,2.618500334746708,0.460573476702509,0.1867704280155642,0.348715953307393,1.8670833333333334
74635,App Push Notification,2024-09-22,Premium,Email,553,184,37,92.99,388.2,2.32,4.174642434670395,0.33273056057866185,0.20108695652173914,0.5053804347826086,2.513243243243243
712215,Email Campaign,2024-09-22,Premium,App,739,124,33,66.53,274.85,2.47,4.131218998947843,0.16779431664411368,0.2661290322580645,0.5365322580645161,2.016060606060606
507424,Referral Program,2024-09-22,All,Social Media,491,67,30,85.12,330.7,3.82,3.885103383458646,0.1364562118126273,0.44776119402985076,1.27044776119403,2.8373333333333335
21510,New User Discount,2024-09-23,Premium,Email,819,216,60,69.16,453.19,3.75,6.552776171197224,0.26373626373626374,0.2777777777777778,0.3201851851851852,1.1526666666666665
574620,Weekend Special,2024-09-23,New Users,SMS,563,227,64,80.71,376.41,3.79,4.66373435757651,0.40319715808170514,0.28193832599118945,0.3555506607929515,1.26109375
833946,Festival Offer,2024-09-23,Inactive,SMS,846,297,11,73.59,373.52,2.84,5.075689631743443,0.35106382978723405,0.037037037037037035,0.2477777777777778,6.69
582768,Flash Sale,2024-09-23,New Users,Email,966,268,88,77.55,474.37,1.83,6.116956802063186,0.2774327122153209,0.3283582089552239,0.28936567164179106,0.88125
522118,Membership Drive,2024-09-23,Inactive,App,933,186,59,94.73,433.02,2.69,4.571096801435659,0.19935691318327975,0.3172043010752688,0.5093010752688172,1.605593220338983
971049,Category Promotion,2024-09-23,New Users,Social Media,780,145,37,91.35,112.03,3.05,1.2263820470717024,0.1858974358974359,0.25517241379310346,0.63,2.4689189189189187
952125,App Push Notification,2024-09-23,New Users,Email,537,74,16,60.48,417.73,2.46,6.906911375661377,0.1378026070763501,0.21621621621621623,0.8172972972972973,3.78
649993,Email Campaign,2024-09-23,Inactive,Social Media,627,192,31,74.75,218.37,3.69,2.9213377926421407,0.3062200956937799,0.16145833333333334,0.3893229166666667,2.411290322580645
257998,Referral Program,2024-09-23,Premium,SMS,477,114,80,68.42,439.52,3.97,6.4238526746565325,0.2389937106918239,0.7017543859649122,0.6001754385964913,0.8552500000000001
822600,New User Discount,2024-09-24,All,Social Media,555,288,51,59.36,432.48,3.49,7.2857142857142865,0.518918918918919,0.17708333333333334,0.2061111111111111,1.1639215686274509
45625,Weekend Special,2024-09-24,All,Email,876,51,46,97.57,112.9,2.22,1.1571179665880909,0.05821917808219178,0.9019607843137255,1.9131372549019607,2.121086956521739
6554,Festival Offer,2024-09-24,New Users,App,998,252,95,98.64,233.53,3.08,2.36749797242498,0.25250501002004005,0.376984126984127,0.3914285714285714,1.0383157894736843
859320,Flash Sale,2024-09-24,Inactive,Social Media,544,88,37,97.21,219.41,3.84,2.257072317662792,0.16176470588235295,0.42045454545454547,1.1046590909090908,2.627297297297297
226435,Membership Drive,2024-09-24,New Users,App,970,172,90,63.01,438.84,3.87,6.964608792255198,0.177319587628866,0.5232558139534884,0.36633720930232555,0.7001111111111111
524446,Category Promotion,2024-09-24,Inactive,Social Media,577,131,51,50.57,406.71,3.68,8.042515325291674,0.2270363951473137,0.3893129770992366,0.38603053435114504,0.9915686274509804
58664,App Push Notification,2024-09-24,Inactive,Social Media,645,191,26,87.5,257.63,3.43,2.944342857142857,0.2961240310077519,0.13612565445026178,0.4581151832460733,3.3653846153846154
182978,Email Campaign,2024-09-24,All,Social Media,754,249,88,70.5,195.53,3.12,2.7734751773049644,0.3302387267904509,0.3534136546184739,0.28313253012048195,0.8011363636363636
677982,Referral Program,2024-09-24,Premium,Social Media,955,188,52,51.41,126.63,3.13,2.4631394670297606,0.1968586387434555,0.2765957446808511,0.27345744680851064,0.9886538461538461
265679,New User Discount,2024-09-25,New Users,Email,923,148,38,84.61,376.43,2.11,4.449001300082733,0.16034669555796316,0.25675675675675674,0.5716891891891892,2.226578947368421
194481,Weekend Special,2024-09-25,All,SMS,628,78,68,56.89,230.54,3.31,4.052381789418175,0.12420382165605096,0.8717948717948718,0.7293589743589743,0.8366176470588236
438568,Festival Offer,2024-09-25,Premium,SMS,985,266,11,96.27,273.61,1.77,2.8421107302378728,0.2700507614213198,0.041353383458646614,0.3619172932330827,8.751818181818182
370224,Flash Sale,2024-09-25,New Users,App,967,295,82,68.22,100.37,3.77,1.4712694224567577,0.3050672182006205,0.27796610169491526,0.2312542372881356,0.8319512195121951
739305,Membership Drive,2024-09-25,Premium,SMS,690,53,87,87.73,162.96,2.41,1.8575173828792888,0.07681159420289856,1.6415094339622642,1.6552830188679246,1.0083908045977013
815677,Category Promotion,2024-09-25,All,SMS,713,90,23,69.19,106.16,3.64,1.5343257696198873,0.12622720897615708,0.25555555555555554,0.7687777777777778,3.008260869565217
711278,App Push Notification,2024-09-25,All,Social Media,952,147,53,81.63,289.98,3.22,3.5523704520396917,0.15441176470588236,0.36054421768707484,0.5553061224489796,1.540188679245283
534313,Email Campaign,2024-09-25,Premium,App,967,207,85,97.51,345.45,3.91,3.5427135678391957,0.2140641158221303,0.4106280193236715,0.47106280193236716,1.1471764705882355
141548,Referral Program,2024-09-25,All,App,686,285,70,85.01,236.11,2.07,2.7774379484766496,0.41545189504373176,0.24561403508771928,0.298280701754386,1.2144285714285714
577667,New User Discount,2024-09-26,New Users,App,498,197,97,75.8,440.1,1.55,5.806068601583114,0.39558232931726905,0.49238578680203043,0.3847715736040609,0.7814432989690722
296202,Weekend Special,2024-09-26,New Users,Social Media,729,264,36,66.95,192.91,2.79,2.881404032860343,0.36213991769547327,0.13636363636363635,0.25359848484848485,1.8597222222222223
45251,Festival Offer,2024-09-26,All,App,948,202,55,73.95,425.76,3.92,5.757403651115618,0.21308016877637131,0.2722772277227723,0.3660891089108911,1.3445454545454545
472042,Flash Sale,2024-09-26,New Users,Email,675,117,75,61.91,137.39,1.81,2.2191891455338393,0.17333333333333334,0.6410256410256411,0.5291452991452991,0.8254666666666666
595674,Membership Drive,2024-09-26,Inactive,SMS,838,203,40,53.5,189.57,2.32,3.5433644859813085,0.24224343675417662,0.19704433497536947,0.26354679802955666,1.3375
244410,Category Promotion,2024-09-26,Premium,App,555,72,29,60.15,372.78,3.6,6.197506234413964,0.12972972972972974,0.4027777777777778,0.8354166666666667,2.0741379310344827
60295,App Push Notification,2024-09-26,All,SMS,596,172,100,94.19,355.58,1.87,3.7751353646883956,0.28859060402684567,0.5813953488372093,0.5476162790697674,0.9419
652205,Email Campaign,2024-09-26,Premium,App,714,195,36,56.68,332.26,3.73,5.862032462949894,0.27310924369747897,0.18461538461538463,0.2906666666666667,1.5744444444444445
396610,Referral Program,2024-09-26,Inactive,SMS,404,173,25,58.3,229.43,3.1,3.935334476843911,0.4282178217821782,0.14450867052023122,0.33699421965317916,2.332
376000,New User Discount,2024-09-27,All,Social Media,883,159,94,72.03,441.78,1.8,6.133277800916284,0.18006795016987542,0.5911949685534591,0.45301886792452833,0.7662765957446809
566571,Weekend Special,2024-09-27,All,Social Media,531,117,83,67.77,122.27,1.77,1.804190644828095,0.22033898305084745,0.7094017094017094,0.5792307692307692,0.8165060240963855
298163,Festival Offer,2024-09-27,All,SMS,505,182,58,52.84,262.38,3.82,4.965556396669189,0.3603960396039604,0.31868131868131866,0.29032967032967033,0.9110344827586208
467064,Flash Sale,2024-09-27,New Users,App,948,252,50,78.34,209.47,2.0,2.673857544038805,0.26582278481012656,0.1984126984126984,0.3108730158730159,1.5668
842920,Membership Drive,2024-09-27,All,Email,492,294,87,91.29,486.38,1.83,5.327856282177675,0.5975609756097561,0.29591836734693877,0.31051020408163266,1.0493103448275862
346371,Category Promotion,2024-09-27,Premium,SMS,783,149,21,69.54,177.82,3.9,2.5570894449237844,0.19029374201787994,0.14093959731543623,0.4667114093959732,3.311428571428572
387356,App Push Notification,2024-09-27,All,Email,530,205,38,51.82,426.74,3.59,8.235044384407566,0.3867924528301887,0.18536585365853658,0.25278048780487805,1.3636842105263158
794065,Email Campaign,2024-09-27,New Users,Social Media,832,170,10,69.65,420.38,1.59,6.035606604450825,0.20432692307692307,0.058823529411764705,0.4097058823529412,6.965000000000001
884766,Referral Program,2024-09-27,Premium,App,878,67,95,62.11,151.54,2.45,2.439864756077926,0.07630979498861047,1.4179104477611941,0.9270149253731343,0.6537894736842105
419655,New User Discount,2024-09-28,Premium,Email,507,165,51,85.8,155.86,3.74,1.8165501165501168,0.3254437869822485,0.3090909090909091,0.52,1.6823529411764706
405129,Weekend Special,2024-09-28,Inactive,App,615,97,41,57.71,160.26,3.33,2.7769883902269967,0.15772357723577235,0.422680412371134,0.5949484536082474,1.407560975609756
587124,Festival Offer,2024-09-28,Premium,App,668,131,49,96.52,371.21,2.41,3.8459386655615417,0.19610778443113772,0.37404580152671757,0.736793893129771,1.9697959183673468
807036,Flash Sale,2024-09-28,Inactive,Social Media,963,207,49,77.88,497.45,3.36,6.387390857729841,0.21495327102803738,0.23671497584541062,0.376231884057971,1.5893877551020408
532213,Membership Drive,2024-09-28,New Users,Email,693,73,17,76.04,227.48,1.92,2.9915833771699103,0.10533910533910534,0.2328767123287671,1.0416438356164384,4.472941176470589
846504,Category Promotion,2024-09-28,Premium,Email,633,224,64,83.91,229.6,2.62,2.7362650458824933,0.353870458135861,0.2857142857142857,0.37459821428571427,1.31109375
198377,App Push Notification,2024-09-28,All,Email,983,103,91,65.42,294.93,2.3,4.508254356465913,0.10478128179043744,0.883495145631068,0.6351456310679612,0.7189010989010989
858583,Email Campaign,2024-09-28,Premium,Social Media,827,117,39,95.06,467.48,2.73,4.9177361666316015,0.1414752116082225,0.3333333333333333,0.8124786324786325,2.4374358974358974
839241,Referral Program,2024-09-28,All,Social Media,944,169,62,74.09,482.66,3.08,6.514509380483196,0.17902542372881355,0.3668639053254438,0.4384023668639053,1.195
400309,New User Discount,2024-09-29,All,Social Media,705,223,52,91.16,387.52,3.98,4.250987275120667,0.31631205673758866,0.23318385650224216,0.40878923766816144,1.753076923076923
539588,Weekend Special,2024-09-29,New Users,SMS,930,127,58,98.17,106.12,2.59,1.0809819700519507,0.13655913978494624,0.4566929133858268,0.7729921259842519,1.6925862068965518
258719,Festival Offer,2024-09-29,Premium,SMS,894,94,39,55.49,337.0,3.8,6.073166336276806,0.10514541387024609,0.4148936170212766,0.5903191489361702,1.422820512820513
202413,Flash Sale,2024-09-29,All,SMS,663,278,84,77.24,269.42,3.61,3.4880890730191614,0.4193061840120664,0.302158273381295,0.27784172661870504,0.9195238095238094
31279,Membership Drive,2024-09-29,All,SMS,608,53,80,97.92,419.11,2.62,4.280126633986928,0.08717105263157894,1.509433962264151,1.8475471698113208,1.224
828477,Category Promotion,2024-09-29,New Users,Social Media,962,113,83,87.63,310.41,3.07,3.542280041081822,0.11746361746361747,0.7345132743362832,0.7754867256637168,1.0557831325301203
716532,App Push Notification,2024-09-29,Inactive,SMS,541,92,24,63.84,443.92,3.22,6.953634085213032,0.17005545286506468,0.2608695652173913,0.6939130434782609,2.66
766591,Email Campaign,2024-09-29,Inactive,SMS,873,87,76,77.2,438.32,2.14,5.677720207253886,0.09965635738831616,0.8735632183908046,0.8873563218390805,1.0157894736842106
193266,Referral Program,2024-09-29,Inactive,App,884,203,18,87.58,199.45,1.57,2.277346426124686,0.22963800904977374,0.08866995073891626,0.43142857142857144,4.865555555555556
321087,New User Discount,2024-09-30,All,App,991,127,16,86.16,327.38,2.16,3.799675023212628,0.12815338042381433,0.12598425196850394,0.6784251968503937,5.385
879381,Weekend Special,2024-09-30,All,Email,717,256,63,65.35,126.35,3.21,1.9334353481254782,0.35704323570432356,0.24609375,0.2552734375,1.0373015873015872
743726,Festival Offer,2024-09-30,New Users,SMS,895,279,82,56.84,441.12,3.93,7.760731878958479,0.311731843575419,0.2939068100358423,0.20372759856630826,0.6931707317073171
447274,Flash Sale,2024-09-30,New Users,Social Media,400,177,17,59.34,434.55,3.23,7.323053589484327,0.4425,0.096045197740113,0.33525423728813564,3.4905882352941178
940689,Membership Drive,2024-09-30,Inactive,App,915,159,34,88.09,198.59,1.61,2.2543989102054716,0.1737704918032787,0.2138364779874214,0.5540251572327044,2.5908823529411764
338496,Category Promotion,2024-09-30,New Users,App,618,249,15,77.5,274.09,1.7,3.5366451612903225,0.4029126213592233,0.060240963855421686,0.3112449799196787,5.166666666666667
996830,App Push Notification,2024-09-30,All,App,534,244,10,80.24,170.95,2.1,2.1304835493519443,0.45692883895131087,0.040983606557377046,0.32885245901639343,8.024
448389,Email Campaign,2024-09-30,All,Social Media,413,148,66,99.52,130.88,3.09,1.315112540192926,0.3583535108958838,0.44594594594594594,0.6724324324324324,1.5078787878787878
349477,Referral Program,2024-09-30,Premium,App,420,147,42,51.4,190.49,3.67,3.7060311284046694,0.35,0.2857142857142857,0.34965986394557824,1.2238095238095237
815094,New User Discount,2024-10-01,Premium,Email,548,129,83,55.95,305.65,2.54,5.462913315460232,0.2354014598540146,0.6434108527131783,0.43372093023255814,0.6740963855421687
782006,Weekend Special,2024-10-01,Inactive,Social Media,971,173,63,81.62,351.63,3.42,4.308135260965449,0.17816683831101957,0.36416184971098264,0.4717919075144509,1.2955555555555556
998797,Festival Offer,2024-10-01,All,Email,481,237,52,60.32,270.89,2.76,4.490881962864721,0.49272349272349275,0.21940928270042195,0.25451476793248945,1.16
325484,Flash Sale,2024-10-01,Premium,Email,949,157,32,85.41,253.32,2.5,2.965929048120829,0.1654373024236038,0.20382165605095542,0.5440127388535032,2.6690625
626455,Membership Drive,2024-10-01,All,Email,411,151,91,50.25,158.48,3.19,3.153830845771144,0.36739659367396593,0.6026490066225165,0.33278145695364236,0.5521978021978022
962802,Category Promotion,2024-10-01,Inactive,Email,559,241,57,64.75,401.38,2.3,6.198918918918919,0.43112701252236135,0.23651452282157676,0.26867219917012447,1.1359649122807018
307578,App Push Notification,2024-10-01,All,Social Media,768,202,35,93.66,137.56,3.38,1.4687166346359173,0.2630208333333333,0.17326732673267325,0.46366336633663363,2.6759999999999997
817943,Email Campaign,2024-10-01,Inactive,Social Media,452,231,80,85.8,294.33,2.28,3.4304195804195805,0.5110619469026548,0.3463203463203463,0.37142857142857144,1.0725
221955,Referral Program,2024-10-01,Inactive,Social Media,514,183,34,93.72,258.77,2.55,2.761096884336321,0.3560311284046693,0.18579234972677597,0.5121311475409837,2.756470588235294
367169,New User Discount,2024-10-02,All,Email,920,259,14,98.41,120.43,1.97,1.2237577481963215,0.28152173913043477,0.05405405405405406,0.37996138996138995,7.029285714285714
80145,Weekend Special,2024-10-02,All,App,736,157,28,55.02,295.02,2.92,5.362050163576881,0.21331521739130435,0.17834394904458598,0.3504458598726115,1.965
791348,Festival Offer,2024-10-02,New Users,Social Media,901,191,18,91.23,270.5,2.96,2.9650334319850926,0.21198668146503885,0.09424083769633508,0.47764397905759165,5.068333333333333
684051,Flash Sale,2024-10-02,New Users,SMS,547,115,87,75.91,290.87,2.79,3.8317744697668292,0.21023765996343693,0.7565217391304347,0.6600869565217391,0.8725287356321839
164464,Membership Drive,2024-10-02,All,Email,682,194,93,73.72,404.46,2.72,5.486435160065111,0.2844574780058651,0.4793814432989691,0.38,0.7926881720430108
771435,Category Promotion,2024-10-02,Premium,Email,445,241,14,95.53,476.14,2.9,4.984193447084685,0.5415730337078651,0.058091286307053944,0.39639004149377594,6.823571428571428
602930,App Push Notification,2024-10-02,Premium,Email,614,237,40,74.81,398.97,2.27,5.333110546718354,0.38599348534201955,0.16877637130801687,0.3156540084388186,1.87025
252874,Email Campaign,2024-10-02,All,Email,551,203,77,64.76,483.74,1.64,7.469734403953057,0.3684210526315789,0.3793103448275862,0.3190147783251232,0.8410389610389611
292490,Referral Program,2024-10-02,Premium,App,706,195,78,77.22,136.81,3.57,1.7716912716912718,0.2762039660056657,0.4,0.396,0.99
258875,New User Discount,2024-10-03,All,Social Media,803,94,18,88.03,347.66,2.51,3.949335453822561,0.11706102117061021,0.19148936170212766,0.9364893617021277,4.890555555555555
236944,Weekend Special,2024-10-03,Premium,App,724,55,54,59.64,441.48,3.01,7.402414486921529,0.07596685082872928,0.9818181818181818,1.0843636363636364,1.1044444444444446
656079,Festival Offer,2024-10-03,New Users,App,604,62,90,53.54,430.08,3.5,8.032872618602914,0.10264900662251655,1.4516129032258065,0.8635483870967742,0.5948888888888889
859081,Flash Sale,2024-10-03,Inactive,Email,497,286,35,59.87,309.95,3.83,5.177050275597127,0.5754527162977867,0.12237762237762238,0.20933566433566433,1.7105714285714284
657929,Membership Drive,2024-10-03,Inactive,SMS,960,138,42,82.57,304.52,2.3,3.688022284122563,0.14375,0.30434782608695654,0.5983333333333333,1.965952380952381
156655,Category Promotion,2024-10-03,New Users,App,534,178,69,52.41,430.73,3.25,8.218469757679832,0.3333333333333333,0.38764044943820225,0.29443820224719097,0.7595652173913043
698663,App Push Notification,2024-10-03,New Users,App,751,57,35,58.74,375.32,3.05,6.389513108614232,0.0758988015978695,0.6140350877192983,1.0305263157894737,1.6782857142857144
216499,Email Campaign,2024-10-03,Inactive,SMS,840,228,55,67.4,377.9,3.54,5.6068249258160225,0.2714285714285714,0.2412280701754386,0.29561403508771933,1.2254545454545456
90304,Referral Program,2024-10-03,New Users,App,916,271,88,64.93,360.16,3.44,5.546896657939319,0.29585152838427947,0.3247232472324723,0.23959409594095943,0.7378409090909092
187357,New User Discount,2024-10-04,Premium,Email,645,53,68,98.55,488.65,1.57,4.9583967529173005,0.08217054263565891,1.2830188679245282,1.859433962264151,1.449264705882353
137372,Weekend Special,2024-10-04,All,SMS,652,269,35,97.44,490.66,3.99,5.0355090311986865,0.4125766871165644,0.13011152416356878,0.36223048327137547,2.784
223226,Festival Offer,2024-10-04,New Users,App,565,154,62,99.68,223.78,2.92,2.244983948635634,0.27256637168141595,0.4025974025974026,0.6472727272727273,1.6077419354838711
175653,Flash Sale,2024-10-04,All,Social Media,487,252,86,67.49,136.61,2.51,2.024151726181657,0.5174537987679672,0.3412698412698413,0.2678174603174603,0.7847674418604651
698645,Membership Drive,2024-10-04,Premium,SMS,916,199,48,66.13,144.32,3.68,2.1823680629063964,0.21724890829694324,0.24120603015075376,0.3323115577889447,1.3777083333333333
595711,Category Promotion,2024-10-04,All,SMS,738,105,46,84.68,423.78,3.44,5.004487482286254,0.14227642276422764,0.4380952380952381,0.8064761904761906,1.8408695652173914
638104,App Push Notification,2024-10-04,All,Social Media,528,145,21,55.47,406.58,1.82,7.329727780782405,0.2746212121212121,0.14482758620689656,0.38255172413793104,2.6414285714285715
386175,Email Campaign,2024-10-04,All,SMS,881,100,36,92.6,227.86,3.68,2.4606911447084236,0.11350737797956867,0.36,0.9259999999999999,2.572222222222222
798422,Referral Program,2024-10-04,Premium,Social Media,427,153,96,84.58,366.29,3.14,4.330692835185624,0.3583138173302108,0.6274509803921569,0.5528104575163398,0.8810416666666666
315217,New User Discount,2024-10-05,Inactive,App,993,72,40,82.13,331.8,3.79,4.039936685742116,0.07250755287009064,0.5555555555555556,1.1406944444444445,2.05325
867054,Weekend Special,2024-10-05,Inactive,Email,791,194,42,82.2,185.52,1.81,2.256934306569343,0.24525916561314792,0.21649484536082475,0.42371134020618556,1.9571428571428573
133989,Festival Offer,2024-10-05,Premium,App,651,198,18,65.81,202.92,1.81,3.0834219723446283,0.30414746543778803,0.09090909090909091,0.3323737373737374,3.656111111111111
61134,Flash Sale,2024-10-05,New Users,App,563,149,69,84.69,346.88,3.82,4.095879088440194,0.26465364120781526,0.46308724832214765,0.5683892617449664,1.227391304347826
648779,Membership Drive,2024-10-05,Premium,SMS,937,294,66,67.81,391.28,3.55,5.770240377525438,0.3137673425827108,0.22448979591836735,0.23064625850340137,1.0274242424242424
210029,Category Promotion,2024-10-05,Premium,Social Media,596,248,86,66.32,127.08,2.96,1.9161640530759954,0.4161073825503356,0.3467741935483871,0.26741935483870966,0.7711627906976743
95391,App Push Notification,2024-10-05,Inactive,SMS,971,89,32,74.82,132.99,2.98,1.7774659182036892,0.09165808444902163,0.3595505617977528,0.8406741573033707,2.338125
689242,Email Campaign,2024-10-05,Premium,App,651,160,11,89.73,308.79,2.2,3.441323971915747,0.2457757296466974,0.06875,0.5608125,8.157272727272728
561425,Referral Program,2024-10-05,Premium,SMS,888,214,48,95.45,357.32,3.6,3.743530644316396,0.240990990990991,0.22429906542056074,0.4460280373831776,1.9885416666666667
388846,New User Discount,2024-10-06,New Users,Social Media,637,244,30,88.76,142.77,3.15,1.6084948174853537,0.38304552590266877,0.12295081967213115,0.3637704918032787,2.958666666666667
848613,Weekend Special,2024-10-06,New Users,Email,807,121,13,65.84,167.52,3.53,2.5443499392466586,0.14993804213135067,0.10743801652892562,0.5441322314049587,5.064615384615385
137507,Festival Offer,2024-10-06,New Users,App,415,196,16,82.94,259.51,3.68,3.128888353026284,0.472289156626506,0.08163265306122448,0.4231632653061224,5.18375
623200,Flash Sale,2024-10-06,Premium,SMS,821,84,62,98.97,497.0,2.62,5.0217237546731335,0.1023142509135201,0.7380952380952381,1.1782142857142857,1.596290322580645
427308,Membership Drive,2024-10-06,Premium,App,920,181,77,89.16,281.91,1.88,3.1618438761776586,0.1967391304347826,0.425414364640884,0.4925966850828729,1.1579220779220778
935298,Category Promotion,2024-10-06,New Users,SMS,951,138,20,67.15,210.01,3.59,3.1274758004467604,0.14511041009463724,0.14492753623188406,0.48659420289855077,3.3575000000000004
601527,App Push Notification,2024-10-06,Premium,Social Media,1000,190,57,96.76,387.14,1.72,4.00103348491112,0.19,0.3,0.5092631578947369,1.6975438596491228
182173,Email Campaign,2024-10-06,Inactive,Social Media,637,178,60,59.76,491.95,1.91,8.232095046854083,0.2794348508634223,0.33707865168539325,0.3357303370786517,0.996
218635,Referral Program,2024-10-06,New Users,App,923,157,37,93.72,449.58,2.96,4.797055057618437,0.17009750812567714,0.2356687898089172,0.5969426751592357,2.532972972972973
638373,New User Discount,2024-10-07,New Users,App,422,275,48,79.35,132.04,3.85,1.6640201638311278,0.6516587677725119,0.17454545454545456,0.28854545454545455,1.653125
993334,Weekend Special,2024-10-07,All,SMS,468,106,42,74.29,410.44,2.08,5.52483510566698,0.2264957264957265,0.39622641509433965,0.7008490566037736,1.768809523809524
404649,Festival Offer,2024-10-07,Inactive,App,880,77,20,82.45,457.21,3.25,5.545300181928441,0.0875,0.2597402597402597,1.0707792207792208,4.1225000000000005
881974,Flash Sale,2024-10-07,Inactive,App,641,271,42,78.94,198.5,2.7,2.514568026349126,0.42277691107644305,0.15498154981549817,0.29129151291512917,1.8795238095238094
728673,Membership Drive,2024-10-07,Premium,SMS,478,128,83,59.08,308.22,3.71,5.2169939065673665,0.26778242677824265,0.6484375,0.4615625,0.7118072289156626
484104,Category Promotion,2024-10-07,Inactive,Email,867,96,82,75.76,439.98,2.83,5.807550158394931,0.11072664359861592,0.8541666666666666,0.7891666666666667,0.9239024390243903
690074,App Push Notification,2024-10-07,New Users,Social Media,664,54,18,76.37,294.18,3.85,3.852036139845489,0.08132530120481928,0.3333333333333333,1.4142592592592593,4.242777777777778
738959,Email Campaign,2024-10-07,New Users,Social Media,412,232,29,91.46,319.16,3.27,3.489612945549968,0.5631067961165048,0.125,0.39422413793103445,3.1537931034482756
413226,Referral Program,2024-10-07,All,Email,431,100,60,93.37,482.35,2.38,5.166006211845346,0.23201856148491878,0.6,0.9337000000000001,1.5561666666666667
981461,New User Discount,2024-10-08,All,Email,416,233,48,76.84,424.5,2.23,5.524466423737636,0.5600961538461539,0.20600858369098712,0.3297854077253219,1.6008333333333333
